date_found,title,company,source,location,salary,score,claude_compatibility,category,reason,url
2026-06-06,Security Platform Engineer,Lumin Digital,remoteok,Remote,,0.0,0.0,development,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-security-platform-engineer-lumin-digital-1132826
2026-06-06,Buffer,"ESS â Defence, Energy and Government Services",remoteok,"Portsmouth,",,1.0,0.0,support,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-buffer-ess-defence-energy-and-government-services-1132843
2026-06-06,Marine Interdiction Agent,U.S. Customs and Border Protection,remoteok,"Road Town,","$76,745",0.2,0.0,other,Low async signal or live-work required; $10k salary.,https://remoteOK.com/remote-jobs/remote-marine-interdiction-agent-u-s-customs-and-border-protection-1132869
2026-06-06,Analista de Atendimento JÃºnior,nstech,remoteok,"Home office,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-analista-de-atendimento-junior-nstech-1132822
2026-06-06,Asesor de AtenciÃ³n al Cliente Â¡CON O SIN Experiencia,Partner Service,remoteok,"Santa Anita, Santa Anita, PerÃº",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-asesor-de-atencion-al-cliente-con-o-sin-experiencia-partner-service-1132866
2026-06-06,Streaming Media Assistant,The Walt Disney Company,remoteok,"San Francisco, San Francisco, California, United States","$63,600 - $98,000",1.8,0.0,support,Low async signal or live-work required; $64k salary.,https://remoteOK.com/remote-jobs/remote-streaming-media-assistant-the-walt-disney-company-1132857
2026-06-06,Military and Veterans,Orano,remoteok,"Abingdon-On-Thames,",,0.0,0.0,other,Low async signal or live-work required; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-military-and-veterans-orano-1132842
2026-06-06,Relationship Manager,The Chopras,remoteok,"Ludhiana,",,0.0,0.0,support,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-relationship-manager-the-chopras-1132915
2026-06-06,Courier,FedEx Australia,remoteok,"Darwin,",,0.0,0.0,support,Low async signal or live-work required; salary mentioned but unclear; on-site/travel flags present.,https://remoteOK.com/remote-jobs/remote-courier-fedex-australia-1132873
2026-06-06,JDE CNC,LTM,remoteok,"Mumbai,",,0.0,0.0,writing,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-jde-cnc-ltm-1132913
2026-06-06,Driving Examiner,"Department of Customer Services, Open Data and Small and Family Business",remoteok,"Toowoomba,",,0.0,0.0,support,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-driving-examiner-department-of-customer-services-open-data-and-small-and-family-business-1132874
2026-06-06,PJ Pessoa Educadora MAM RJ Rio de Janeiro RJ,Portal Vagas Terceiro Setor,remoteok,"Agudos,",$3,0.0,0.0,writing,Low async signal or live-work required; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-pj-pessoa-educadora-mam-rj-rio-de-janeiro-rj-portal-vagas-terceiro-setor-1132921
2026-06-06,Rural and Suburban Mail Carrier,Canada Post / Postes Canada,remoteok,"White River,","$31,822",0.0,0.0,other,Low async signal or live-work required; $12k salary.,https://remoteOK.com/remote-jobs/remote-rural-and-suburban-mail-carrier-canada-post-postes-canada-1132879
2026-06-06,Fireman,Dishman Carbogen Amcis Ltd,remoteok,"Bavla,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-fireman-dishman-carbogen-amcis-ltd-1132909
2026-06-06,Operations Staff,Blue Dart,remoteok,"Koraput,",,1.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-operations-staff-blue-dart-1132912
2026-06-06,"IT-Allrounder (m/w/d) IT-Allrounder (m/w/d),Webentwicklung, Automatisierung & Datenbanken",EuBiA,arbeitnow,Düsseldorf,,0.5,0.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/eubia/it-allrounder-it-allrounder-webentwicklung-automatisierung-datenbanken-dusseldorf-312128
2026-06-06,Grafikdesigner (m/w/d) - KI & Designautomatisierung,Neolymp,arbeitnow,Berlin,,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/neolymp/grafikdesigner-ki-designautomatisierung-berlin-183312
2026-06-06,Junior Urban Development Specialist,syte GmbH,arbeitnow,Münster,,0.0,0.0,research,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/syte-gmbh/junior-urban-development-specialist-munster-135765
2026-06-06,IT-Allrounder & Digitalisierungsexperte (m/w/d) - STUTTGART,mi.ro Personalvermittlung,arbeitnow,Munich,,0.5,0.0,support,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/miro-personalvermittlung/it-allrounder-digitalisierungsexperte-stuttgart-munich-444160
2026-06-06,Senior Android Engineer Join a Fast-Growing Web3 FinTech,Ant-Tech,arbeitnow,Berlin,,0.0,0.0,development,Low async signal or live-work required; salary mentioned but unclear.,https://www.arbeitnow.com/jobs/companies/ant-tech/senior-android-engineer-join-a-fast-growing-web3-fintech-berlin-469938
2026-06-05,Technical Writer,Nabu Casa,remoteok,,,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132782
2026-06-05,Technical Writer,Nabu Casa,remoteok,,,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132783
2026-06-05,Technical Writer,Nabu Casa,remoteok,,,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132784
2026-06-05,Technical Writer,Nabu Casa,remoteok,,,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132819
2026-06-05,Technical Writer,Nabu Casa,remoteok,,,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132803
2026-06-05,Copywriter,YO IT Consulting,remoteok,,,2.1,100.0,writing,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-copywriter-yo-it-consulting-1132757
2026-06-05,Mandatory Internship(Unpaid): Backend / Full-Stack Developer for AI SaaS,IndieKidz GmbH,arbeitnow,,,0.0,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://www.arbeitnow.com/jobs/companies/indiekidz-gmbh/mandatory-internshipunpaid-backend-full-stack-developer-for-ai-saas-berlin-152480
2026-06-05,Senior Python Developer (f/m/d) wanted! Ref.Nr. 4183!,agex IT gmbh,arbeitnow,,,2.5,100.0,documentation,High async/writing/coding signal; salary mentioned but unclear.,https://www.arbeitnow.com/jobs/companies/agex-it-gmbh/senior-python-developer-wanted-refnr-4183-kiel-429862
2026-06-05,Software Engineer - Surfaces,Planetscale,greenhouse/planetscale,San Francisco Bay Area or Remote,"$120,000 - $290,000",1.5,100.0,development,High async/writing/coding signal; $120k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4091110009
2026-06-05,"Software Engineer, Full Stack",Figma,greenhouse/figma,"San Francisco, CA • New York, NY • United States","$153,000",1.5,100.0,development,High async/writing/coding signal; $153k salary.,https://boards.greenhouse.io/figma/jobs/5691911004?gh_jid=5691911004
2026-06-05,"Staff Software Engineer, Developer Productivity Async",Gusto,greenhouse/gusto,"Denver, CO;San Francisco, CA;New York, NY;Los Angeles, CA;Seattle, WA;Toronto, Ontario, CAN - Remote","$189,000",2.8,100.0,development,High async/writing/coding signal; $189k salary.,https://job-boards.greenhouse.io/gusto/jobs/7947658
2026-06-05,Software Engineer,Axios,greenhouse/axios,Remote,"$130,000 - $165,000",1.5,100.0,development,High async/writing/coding signal; $130k salary.,https://job-boards.greenhouse.io/axios/jobs/7818788
2026-06-05,"Fullstack Engineer, Privy",Stripe,greenhouse/stripe,"NYC-Privy, US-Remote",,2.5,100.0,documentation,High async/writing/coding signal; no salary listed.,https://stripe.com/jobs/search?gh_jid=7091959
2026-06-05,Enterprise IAM Software Engineer II,Affirm,greenhouse/affirm,Remote Canada,"$128,000 - $188,000",2.8,100.0,documentation,High async/writing/coding signal; $128k salary.,https://job-boards.greenhouse.io/affirm/jobs/7675825003
2026-06-05,"Senior Software Engineer, Backend (Infrastructure)",Affirm,greenhouse/affirm,Remote US,"$195,000",3.2,100.0,development,High async/writing/coding signal; $195k salary.,https://job-boards.greenhouse.io/affirm/jobs/7708921003
2026-06-05,"Senior Software Engineer, Backend (Infrastructure)",Affirm,greenhouse/affirm,Remote Canada,"$153,000 - $213,000",3.2,100.0,development,High async/writing/coding signal; $153k salary.,https://job-boards.greenhouse.io/affirm/jobs/7708923003
2026-06-05,"Senior Software Engineer, Backend (Merchant Advocacy)",Affirm,greenhouse/affirm,Remote US,"$190,000",2.8,100.0,development,High async/writing/coding signal; $190k salary.,https://job-boards.greenhouse.io/affirm/jobs/7636414003
2026-06-05,"Senior Software Engineer, Backend (Merchant Advocacy)",Affirm,greenhouse/affirm,Remote Canada,"$150,000 - $200,000",2.8,100.0,development,High async/writing/coding signal; $150k salary.,https://job-boards.greenhouse.io/affirm/jobs/7636416003
2026-06-05,"Senior Software Engineer, Fullstack (Servicing International)",Affirm,greenhouse/affirm,Remote Spain,,1.0,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7118739003
2026-06-05,"Senior Software Engineer, Fullstack (Servicing International)",Affirm,greenhouse/affirm,Remote Poland,,1.0,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7118737003
2026-06-05,"Senior Software Engineer, Full-Stack (Trust & Safety)",Affirm,greenhouse/affirm,Remote Canada,"$150,000 - $200,000",2.5,100.0,development,High async/writing/coding signal; $150k salary.,https://job-boards.greenhouse.io/affirm/jobs/7624374003
2026-06-05,"Software Engineer I, Back-end (Repayment Scheduling)",Affirm,greenhouse/affirm,Remote Poland,$30,0.0,100.0,development,High async/writing/coding signal; $30k salary.,https://job-boards.greenhouse.io/affirm/jobs/7710970003
2026-06-05,"Software Engineer I, Back-end (Repayment Scheduling)",Affirm,greenhouse/affirm,Remote Spain,$30,0.0,100.0,development,High async/writing/coding signal; $30k salary.,https://job-boards.greenhouse.io/affirm/jobs/7710972003
2026-06-05,"Software Engineer II, Backend (Capital Orchestration)",Affirm,greenhouse/affirm,Remote Canada,,2.2,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7749753003
2026-06-05,"Software Engineer II, Backend (Capital Orchestration)",Affirm,greenhouse/affirm,Remote US,,2.2,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7749755003
2026-06-05,"Software Engineer II, Backend (Merchant Advocacy)",Affirm,greenhouse/affirm,Remote US,"$160,000 - $210,000",2.8,100.0,development,High async/writing/coding signal; $160k salary.,https://job-boards.greenhouse.io/affirm/jobs/7708925003
2026-06-05,"Software Engineer II, Backend (Merchant Advocacy)",Affirm,greenhouse/affirm,Remote Canada,"$125,000 - $175,000",2.8,100.0,development,High async/writing/coding signal; $125k salary.,https://job-boards.greenhouse.io/affirm/jobs/7708927003
2026-06-05,"Software Engineer II, Backend (Repayment UX)",Affirm,greenhouse/affirm,Remote Poland,$30,1.0,100.0,development,High async/writing/coding signal; $30k salary.,https://job-boards.greenhouse.io/affirm/jobs/7746922003
2026-06-05,"Software Engineer II, Backend (Repayment UX)",Affirm,greenhouse/affirm,Remote Spain,$30,1.0,100.0,development,High async/writing/coding signal; $30k salary.,https://job-boards.greenhouse.io/affirm/jobs/7748356003
2026-06-05,"Software Engineer II, Full-Stack (Card Acquisition)",Affirm,greenhouse/affirm,Remote Canada,"$125,000 - $175,000",2.8,100.0,development,High async/writing/coding signal; $125k salary.,https://job-boards.greenhouse.io/affirm/jobs/7618869003
2026-06-05,"Staff Software Engineer, Backend (Deal reporting)",Affirm,greenhouse/affirm,Remote Poland,,1.0,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7637823003
2026-06-05,"Staff Software Engineer, Backend (Deal Reporting)",Affirm,greenhouse/affirm,Remote Spain,,1.0,100.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7637825003
2026-06-05,"Intermediate Backend Engineer, Database Automation (Ruby)",Gitlab,greenhouse/gitlab,"Remote, India",,1.8,100.0,development,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8481029002
2026-06-05,"Staff Backend Engineer, Developer Experience",Gitlab,greenhouse/gitlab,"Remote, Canada; Remote, United Kingdom; Remote, US","$131,600",1.5,100.0,development,High async/writing/coding signal; $132k salary.,https://job-boards.greenhouse.io/gitlab/jobs/8490477002
2026-06-05,Technical Writer,Nabu Casa,remoteok,"BucureÅti, BucureÅti, BucureÅti, RomÃ¢nia",,1.8,100.0,documentation,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-writer-nabu-casa-1132849
2026-06-05,"Software Engineer II, Frontend (Purchasing Integrations)",Affirm,greenhouse/affirm,Remote US,"$142,000 - $192,000",2.5,98.0,development,High async/writing/coding signal; $142k salary.,https://job-boards.greenhouse.io/affirm/jobs/7687973003
2026-06-05,"Android Engineer, Terminal Developer Productivity",Stripe,greenhouse/stripe,"San Francisco, Seattle, Remote in US",,1.5,96.0,documentation,High async/writing/coding signal; no salary listed.,https://stripe.com/jobs/search?gh_jid=7550154
2026-06-05,"Senior Software Engineer, Backend (Cloud Compute)",Affirm,greenhouse/affirm,Remote Poland,,3.0,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7511995003
2026-06-05,"Senior Software Engineer, Backend (Cloud Compute)",Affirm,greenhouse/affirm,Remote Spain,,3.0,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7511993003
2026-06-05,"Senior Software Engineer, Backend (Merchant Data Platform EU)",Affirm,greenhouse/affirm,Remote Spain,,2.2,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7651525003
2026-06-05,"Senior Software Engineer, Backend (Merchant Data Platform EU)",Affirm,greenhouse/affirm,Remote Poland,,2.2,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7651523003
2026-06-05,"Senior Software Engineer, Backend (Payments)",Affirm,greenhouse/affirm,Remote UK,,1.0,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7737155003
2026-06-05,"Software Engineer II, Backend (Merchant Data Platform EU)",Affirm,greenhouse/affirm,Remote Poland,,1.0,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7709632003
2026-06-05,"Software Engineer II, Backend (PMI Integrations)",Affirm,greenhouse/affirm,Remote Canada,"$125,000 - $175,000",2.5,96.0,development,High async/writing/coding signal; $125k salary.,https://job-boards.greenhouse.io/affirm/jobs/7590373003
2026-06-05,"Software Engineer II, Full-Stack (Marketplace Performance)",Affirm,greenhouse/affirm,Remote Canada,"$125,000 - $175,000",2.5,96.0,development,High async/writing/coding signal; $125k salary.,https://job-boards.greenhouse.io/affirm/jobs/7678887003
2026-06-05,(Senior) Performance Copywriter (all genders),mammaly,arbeitnow,,,0.0,94.0,writing,High async/writing/coding signal; no salary listed.,https://www.arbeitnow.com/jobs/companies/mammaly/senior-performance-copywriter-all-genders-berlin-484933
2026-06-05,"Software Engineer, Product Backend (8+ YOE)",Airtable,greenhouse/airtable,"San Francisco, CA; Remote - US (Seattle, WA only)","$213,000",4.0,94.0,development,High async/writing/coding signal; $213k salary.,https://job-boards.greenhouse.io/airtable/jobs/8397618002
2026-06-05,Developer Educator,Planetscale,greenhouse/planetscale,San Francisco and/or US Remote,"$130,000 - $200,000",2.2,92.0,documentation,High async/writing/coding signal; $130k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4021848009
2026-06-05,Software Engineer - Insights,Planetscale,greenhouse/planetscale,San Francisco Bay Area or Remote,"$120,000 - $290,000",1.5,92.0,development,High async/writing/coding signal; $120k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4107018009
2026-06-05,"Software Engineer, Backend",Vercel,greenhouse/vercel,Remote - United States,"$196,000-$294,000",1.5,90.0,development,High async/writing/coding signal; $196k salary; on-site/travel flags present.,https://job-boards.greenhouse.io/vercel/jobs/5430088004
2026-06-05,"Manager I, Documentation",Datadog,greenhouse/datadog,"California, USA, Remote; Colorado, USA, Remote; Illinois, USA, Remote; New York, USA, Remote; Washington, USA, Remote","$158,000",3.2,90.0,documentation,High async/writing/coding signal; $158k salary.,https://careers.datadoghq.com/detail/7974666/?gh_jid=7974666
2026-06-05,"Software Engineer, C++",Figma,greenhouse/figma,"San Francisco, CA • New York, NY • United States","$153,000",2.2,90.0,documentation,High async/writing/coding signal; $153k salary.,https://boards.greenhouse.io/figma/jobs/5552530004?gh_jid=5552530004
2026-06-05,"Software Engineer, Growth & Monetization",Figma,greenhouse/figma,"San Francisco, CA • New York, NY • United States","$153,000",2.5,90.0,development,High async/writing/coding signal; $153k salary.,https://boards.greenhouse.io/figma/jobs/5552560004?gh_jid=5552560004
2026-06-05,"Software Engineer, AI",Lattice,greenhouse/lattice,Remote - Canada,"$90,000",2.2,90.0,documentation,High async/writing/coding signal; $90k salary.,https://lattice.com/job?gh_jid=8515421002
2026-06-05,Senior Software engineer (Furnishing Platform),Affirm,greenhouse/affirm,Remote Poland,,0.8,90.0,documentation,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/6922638003
2026-06-05,Senior Software engineer (Furnishing Platform),Affirm,greenhouse/affirm,Remote Spain,,0.8,90.0,documentation,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/6922636003
2026-06-05,"Staff Software Engineer, Backend (Capacity Modeling)",Affirm,greenhouse/affirm,Remote Canada,"$178,000 - $228,000",2.5,90.0,development,High async/writing/coding signal; $178k salary.,https://job-boards.greenhouse.io/affirm/jobs/7719649003
2026-06-05,"Staff Software Engineer, Backend (Capacity Modeling)",Affirm,greenhouse/affirm,Remote US,"$225,000 - $275,000",2.5,90.0,development,High async/writing/coding signal; $225k salary.,https://job-boards.greenhouse.io/affirm/jobs/7719647003
2026-06-05,Senior Technical Writer,Acme Remote,test,,$70k-$90k/yr,8.5,88.0,writing,Almost entirely async writing tasks Claude Code can handle.,https://example.com/job/1
2026-06-05,Technical Writer,Acme,test,,$70k,8.5,88.0,writing,Fully async writing.,https://ex.com/1
2026-06-05,"Software Engineer, Infrastructure (8+ YOE)",Airtable,greenhouse/airtable,"San Francisco, CA; New York, NY; Remote - US (Seattle, WA only)","$196,000",3.0,88.0,development,High async/writing/coding signal; $196k salary.,https://job-boards.greenhouse.io/airtable/jobs/8400388002
2026-06-05,"Senior Software Engineer, Backend (Continuous Delivery)",Affirm,greenhouse/affirm,Remote Canada,"$150,000 - $200,000",3.2,88.0,development,High async/writing/coding signal; $150k salary.,https://job-boards.greenhouse.io/affirm/jobs/7703209003
2026-06-05,"Senior Software Engineer, Backend (Continuous Delivery)",Affirm,greenhouse/affirm,Remote US,"$190,000 - $240,000",3.2,88.0,development,High async/writing/coding signal; $190k salary.,https://job-boards.greenhouse.io/affirm/jobs/7703207003
2026-06-05,"Staff Backend (Python) Engineer, AI Engineering:Duo Chat",Gitlab,greenhouse/gitlab,"Remote, Americas; Remote, Canada; Remote, Ireland; Remote, Netherlands; Remote, United Kingdom",,0.0,88.0,development,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8450446002
2026-06-05,Data Entry,Torentify,remoteok,,,3.9,86.0,documentation,High async/writing/coding signal; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-data-entry-torentify-1132792
2026-06-05,Entry Level Administrative Assistant,RecruitLytics Hires,remoteok,,,1.8,86.0,documentation,High async/writing/coding signal; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-entry-level-administrative-assistant-recruitlytics-hires-1132838
2026-06-05,Software Engineer - PlanetScale Vitess,Planetscale,greenhouse/planetscale,EMEA - Remote,"$120,000 - $290,000",1.5,86.0,development,High async/writing/coding signal; $120k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4009746009
2026-06-05,Software Engineer - Platform,Planetscale,greenhouse/planetscale,EMEA Remote,"$120,000 - $290,000",1.5,86.0,development,High async/writing/coding signal; $120k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4036240009
2026-06-05,Software Engineer - Sharded Postgres (Neki),Planetscale,greenhouse/planetscale,San Francisco Bay Area or Remote,"$120,000 - $290,000",1.5,86.0,development,High async/writing/coding signal; $120k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4009936009
2026-06-05,"Developer Advocate (Tokyo, Japan)",Figma,greenhouse/figma,"Tokyo, Japan",,0.0,86.0,writing,High async/writing/coding signal; no salary listed.,https://boards.greenhouse.io/figma/jobs/5969647004?gh_jid=5969647004
2026-06-05,Senior CIAM Software Engineer,Affirm,greenhouse/affirm,Remote Canada,"$153,000 - $213,000",2.2,86.0,development,High async/writing/coding signal; $153k salary.,https://job-boards.greenhouse.io/affirm/jobs/7671390003
2026-06-05,Senior CIAM Software Engineer,Affirm,greenhouse/affirm,Remote US,"$195,000 - $255,000",2.2,86.0,development,High async/writing/coding signal; $195k salary.,https://job-boards.greenhouse.io/affirm/jobs/7671388003
2026-06-05,Staff Software Engineer,Affirm,greenhouse/affirm,Remote Poland,,1.0,86.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7609696003
2026-06-05,Staff Software Engineer,Affirm,greenhouse/affirm,Remote Spain,,1.0,86.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7609694003
2026-06-05,"Staff Software Engineer, Infrastructure",Masterclass,greenhouse/masterclass,"Waterloo, Ontario / Toronto, Ontario / Vancouver, British Columbia","$171,000",2.2,86.0,development,High async/writing/coding signal; $171k salary.,https://job-boards.greenhouse.io/masterclass/jobs/7536051
2026-06-05,"Software Engineer, AI Product (London, United Kingdom)",Figma,greenhouse/figma,"London, England",,0.8,84.0,documentation,High async/writing/coding signal; no salary listed.,https://boards.greenhouse.io/figma/jobs/5551697004?gh_jid=5551697004
2026-06-05,"Analyst I, Full Stack (Core Analytics)",Affirm,greenhouse/affirm,Remote US,"$115,000 - $155,000",2.2,84.0,documentation,High async/writing/coding signal; $115k salary.,https://job-boards.greenhouse.io/affirm/jobs/7726627003
2026-06-05,"Manager, Software Engineering (Developer Environments)",Affirm,greenhouse/affirm,Remote US,$309493,3.2,84.0,development,High async/writing/coding signal; $309k salary.,https://job-boards.greenhouse.io/affirm/jobs/7730668003
2026-06-05,"Manager, Software Engineering (Developer Environments)",Affirm,greenhouse/affirm,Remote Canada,"$178,000 - $228,000",3.2,84.0,development,High async/writing/coding signal; $178k salary.,https://job-boards.greenhouse.io/affirm/jobs/7730670003
2026-06-05,"Software Engineer II, Backend (AI Agents)",Affirm,greenhouse/affirm,Remote Canada,"$125,000 - $175,000",2.5,84.0,development,High async/writing/coding signal; $125k salary.,https://job-boards.greenhouse.io/affirm/jobs/7637067003
2026-06-05,Developer Success Engineer,Vercel,greenhouse/vercel,"Remote - United Kingdom, Germany",,0.8,82.0,documentation,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/vercel/jobs/5530586004
2026-06-05,"Senior Software Engineer, Backend (Growth Platform)",Affirm,greenhouse/affirm,Remote Canada,"$150,000 - $200,000",2.5,82.0,development,High async/writing/coding signal; $150k salary.,https://job-boards.greenhouse.io/affirm/jobs/7491437003
2026-06-05,"Software Engineer I, Backend (Servicing Platforms)",Affirm,greenhouse/affirm,Remote Spain,,0.0,82.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7724913003
2026-06-05,"Software Engineer I, Backend (Servicing Platforms)",Affirm,greenhouse/affirm,Remote Poland,,0.0,82.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7724915003
2026-06-05,"Software Engineer I, Backend (Servicing Platforms)",Affirm,greenhouse/affirm,Remote Poland,,0.0,82.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7724917003
2026-06-05,Social and Content Lead,Newhouse,remoteok,,,0.5,80.0,writing,High async/writing/coding signal; no salary listed; on-site/travel flags present.,https://remoteOK.com/remote-jobs/remote-social-and-content-lead-newhouse-1132767
2026-06-05,Software Engineer - Information Security,Planetscale,greenhouse/planetscale,San Francisco Bay Area or Remote,"$140,000 - $320,000",2.2,80.0,development,High async/writing/coding signal; $140k salary.,https://job-boards.greenhouse.io/planetscale/jobs/4009938009
2026-06-05,"Senior Staff Software Engineer, Consumer Engineering (Web Infra)",Affirm,greenhouse/affirm,Remote US,"$260,000 - $310,000",4.0,80.0,development,High async/writing/coding signal; $260k salary.,https://job-boards.greenhouse.io/affirm/jobs/7710976003
2026-06-05,"Senior Staff Software Engineer, Consumer Engineering (Web Infra)",Affirm,greenhouse/affirm,Remote Canada,"$206,000 - $256,000",4.0,80.0,development,High async/writing/coding signal; $206k salary.,https://job-boards.greenhouse.io/affirm/jobs/7710978003
2026-06-05,"Senior Backend Engineer (Ruby on Rails), Plan: Knowledge",Gitlab,greenhouse/gitlab,"Remote, Americas; Remote, APAC; Remote, EMEA",,0.0,80.0,documentation,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8455304002
2026-06-05,"Senior Backend Engineer, SSCS: Supply Chain",Gitlab,greenhouse/gitlab,"Remote, India",,1.2,80.0,development,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8480580002
2026-06-05,"Staff Backend Engineer, Software Supply Chain Security",Gitlab,greenhouse/gitlab,"Remote, India",,1.2,80.0,development,High async/writing/coding signal; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8480559002
2026-06-05,"Software Engineer, Distributed Systems",Figma,greenhouse/figma,"San Francisco, CA • New York, NY • United States","$153,000",1.5,78.0,development,Mixed async and real-time tasks; $153k salary.,https://boards.greenhouse.io/figma/jobs/5552549004?gh_jid=5552549004
2026-06-05,"Editor, Axios Local (North Carolina)",Axios,greenhouse/axios,Remote,"$85,000 - $105,000",2.0,78.0,writing,Mixed async and real-time tasks; $85k salary.,https://job-boards.greenhouse.io/axios/jobs/7819102
2026-06-05,"Senior Software Engineer, Fullstack (Consumer Engineering)",Affirm,greenhouse/affirm,Remote Canada,"$150,000 - $200,000",2.5,78.0,development,Mixed async and real-time tasks; $150k salary.,https://job-boards.greenhouse.io/affirm/jobs/7663436003
2026-06-05,"Senior Software Engineer, Fullstack (Consumer Engineering)",Affirm,greenhouse/affirm,Remote US,"$190,000 - $240,000",2.5,78.0,development,Mixed async and real-time tasks; $190k salary.,https://job-boards.greenhouse.io/affirm/jobs/7663434003
2026-06-05,Backend Developer,Beta Inc,test,,$100k,9.0,75.0,development,"Coding tasks high compat, PRs need human review.",https://ex.com/2
2026-06-05,Local Branded Content Writer - Talent Pool,Axios,greenhouse/axios,Remote,$100,2.2,74.0,writing,Mixed async and real-time tasks; $100k salary.,https://job-boards.greenhouse.io/axios/jobs/7963594
